序号,设备名称,设备编码,设备ID,站点名称,站点编码,站点ID,PMS设备编码,温度,主变设备巡视照片路径,主变设备巡视红外照片路径,油温,油位,绕组温度,巡视结果时间,数据来源
27070,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.7,Min 10.8,R03:Max 20.7,Min 10.8,R02:Max 28.9,Min 10.9,℃",,D:/upload/getImage.jpg,,6.191,,2025-11-05 18:30:00,local
27071,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.5,Min 15.4,R03:Max 25.5,Min 15.4,R02:Max 33.7,Min 15.5,℃",,D:/upload/getImage.jpg,,5.583,,2025-11-05 19:00:00,local
27072,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.6,Min 19.9,R03:Max 20.6,Min 19.9,R02:Max 28.8,Min 20.0,℃",,D:/upload/getImage.jpg,,6.22,,2025-11-05 19:30:00,local
27073,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.9,Min 14.0,R03:Max 26.9,Min 14.0,R02:Max 35.1,Min 14.1,℃",,D:/upload/getImage.jpg,,6.457,,2025-11-05 20:00:00,local
27074,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 37.9,Min 13.7,R03:Max 29.9,Min 13.7,R02:Max 38.1,Min 13.8,℃",,D:/upload/getImage.jpg,,6.258,,2025-11-05 20:30:00,local
27075,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.7,Min 18.6,R03:Max 13.7,Min 18.6,R02:Max 21.9,Min 18.7,℃",,D:/upload/getImage.jpg,,6.294,,2025-11-05 21:00:00,local
27076,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.5,Min 10.6,R03:Max 19.5,Min 10.6,R02:Max 27.7,Min 10.7,℃",,D:/upload/getImage.jpg,,5.84,,2025-11-05 21:30:00,local
27077,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.5,Min 19.2,R03:Max 19.5,Min 19.2,R02:Max 27.7,Min 19.3,℃",,D:/upload/getImage.jpg,,6.393,,2025-11-05 22:00:00,local
27078,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.1,Min 18.3,R03:Max 19.1,Min 18.3,R02:Max 27.3,Min 18.4,℃",,D:/upload/getImage.jpg,,5.714,,2025-11-05 22:30:00,local
27079,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.5,Min 15.6,R03:Max 17.5,Min 15.6,R02:Max 25.7,Min 15.7,℃",,D:/upload/getImage.jpg,,6.316,,2025-11-05 23:00:00,local
27080,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.2,Min 14.3,R03:Max 31.2,Min 14.3,R02:Max 39.4,Min 14.4,℃",,D:/upload/getImage.jpg,,5.684,,2025-11-05 23:30:00,local
27081,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.1,Min 10.3,R03:Max 15.1,Min 10.3,R02:Max 23.3,Min 10.4,℃",,D:/upload/getImage.jpg,,6.407,,2025-11-06 00:00:00,local
27082,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.4,Min 12.9,R03:Max 22.4,Min 12.9,R02:Max 30.6,Min 13.0,℃",,D:/upload/getImage.jpg,,6.4,,2025-11-06 00:30:00,local
27083,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.0,Min 12.3,R03:Max 18.0,Min 12.3,R02:Max 26.2,Min 12.4,℃",,D:/upload/getImage.jpg,,6.21,,2025-11-06 01:00:00,local
27084,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.4,Min 15.1,R03:Max 27.4,Min 15.1,R02:Max 35.6,Min 15.2,℃",,D:/upload/getImage.jpg,,6.489,,2025-11-06 01:30:00,local
27085,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 20.1,Min 14.9,R03:Max 12.1,Min 14.9,R02:Max 20.3,Min 15.0,℃",,D:/upload/getImage.jpg,,5.525,,2025-11-06 02:00:00,local
27086,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.1,Min 16.0,R03:Max 14.1,Min 16.0,R02:Max 22.3,Min 16.1,℃",,D:/upload/getImage.jpg,,5.93,,2025-11-06 02:30:00,local
27087,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.3,Min 17.2,R03:Max 21.3,Min 17.2,R02:Max 29.5,Min 17.3,℃",,D:/upload/getImage.jpg,,6.394,,2025-11-06 03:00:00,local
27088,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.5,Min 14.1,R03:Max 21.5,Min 14.1,R02:Max 29.7,Min 14.2,℃",,D:/upload/getImage.jpg,,6.282,,2025-11-06 03:30:00,local
27089,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.1,Min 11.0,R03:Max 27.1,Min 11.0,R02:Max 35.3,Min 11.1,℃",,D:/upload/getImage.jpg,,5.638,,2025-11-06 04:00:00,local
27090,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.6,Min 15.5,R03:Max 26.6,Min 15.5,R02:Max 34.8,Min 15.6,℃",,D:/upload/getImage.jpg,,6.1,,2025-11-06 04:30:00,local
27091,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.6,Min 17.3,R03:Max 26.6,Min 17.3,R02:Max 34.8,Min 17.4,℃",,D:/upload/getImage.jpg,,6.231,,2025-11-06 05:00:00,local
27092,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 37.2,Min 17.4,R03:Max 29.2,Min 17.4,R02:Max 37.4,Min 17.5,℃",,D:/upload/getImage.jpg,,6.419,,2025-11-06 05:30:00,local
27093,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.2,Min 10.2,R03:Max 29.2,Min 10.2,R02:Max 37.4,Min 10.3,℃",,D:/upload/getImage.jpg,,6.118,,2025-11-06 06:00:00,local
27094,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.6,Min 13.1,R03:Max 26.6,Min 13.1,R02:Max 34.8,Min 13.2,℃",,D:/upload/getImage.jpg,,6.063,,2025-11-06 06:30:00,local
27095,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.6,Min 16.9,R03:Max 25.6,Min 16.9,R02:Max 33.8,Min 17.0,℃",,D:/upload/getImage.jpg,,6.209,,2025-11-06 07:00:00,local
27096,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.4,Min 18.2,R03:Max 14.4,Min 18.2,R02:Max 22.6,Min 18.3,℃",,D:/upload/getImage.jpg,,6.188,,2025-11-06 07:30:00,local
27097,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.3,Min 17.4,R03:Max 31.3,Min 17.4,R02:Max 39.5,Min 17.5,℃",,D:/upload/getImage.jpg,,6.045,,2025-11-06 08:00:00,local
27098,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.6,Min 16.1,R03:Max 27.6,Min 16.1,R02:Max 35.8,Min 16.2,℃",,D:/upload/getImage.jpg,,6.129,,2025-11-06 08:30:00,local
27099,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.3,Min 18.7,R03:Max 15.3,Min 18.7,R02:Max 23.5,Min 18.8,℃",,D:/upload/getImage.jpg,,6.147,,2025-11-06 09:00:00,local
27100,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.5,Min 13.7,R03:Max 27.5,Min 13.7,R02:Max 35.7,Min 13.8,℃",,D:/upload/getImage.jpg,,5.737,,2025-11-06 09:30:00,local
27101,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.4,Min 18.8,R03:Max 30.4,Min 18.8,R02:Max 38.6,Min 18.9,℃",,D:/upload/getImage.jpg,,5.915,,2025-11-06 10:00:00,local
27102,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.7,Min 15.9,R03:Max 22.7,Min 15.9,R02:Max 30.9,Min 16.0,℃",,D:/upload/getImage.jpg,,6.471,,2025-11-06 10:30:00,local
27103,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.2,Min 12.1,R03:Max 26.2,Min 12.1,R02:Max 34.4,Min 12.2,℃",,D:/upload/getImage.jpg,,6.083,,2025-11-06 11:00:00,local
27104,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.5,Min 17.6,R03:Max 27.5,Min 17.6,R02:Max 35.7,Min 17.7,℃",,D:/upload/getImage.jpg,,6.127,,2025-11-06 11:30:00,local
27105,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.0,Min 13.3,R03:Max 13.0,Min 13.3,R02:Max 21.2,Min 13.4,℃",,D:/upload/getImage.jpg,,6.087,,2025-11-06 12:00:00,local
27106,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.6,Min 16.5,R03:Max 17.6,Min 16.5,R02:Max 25.8,Min 16.6,℃",,D:/upload/getImage.jpg,,6.145,,2025-11-06 12:30:00,local
27107,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.9,Min 13.1,R03:Max 31.9,Min 13.1,R02:Max 40.1,Min 13.2,℃",,D:/upload/getImage.jpg,,5.596,,2025-11-06 13:00:00,local
27108,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.9,Min 14.3,R03:Max 21.9,Min 14.3,R02:Max 30.1,Min 14.4,℃",,D:/upload/getImage.jpg,,5.515,,2025-11-06 13:30:00,local
27109,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.1,Min 12.8,R03:Max 17.1,Min 12.8,R02:Max 25.3,Min 12.9,℃",,D:/upload/getImage.jpg,,6.058,,2025-11-06 14:00:00,local
27110,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.3,Min 15.8,R03:Max 28.3,Min 15.8,R02:Max 36.5,Min 15.9,℃",,D:/upload/getImage.jpg,,5.878,,2025-11-06 14:30:00,local
27111,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.0,Min 15.3,R03:Max 14.0,Min 15.3,R02:Max 22.2,Min 15.4,℃",,D:/upload/getImage.jpg,,6.415,,2025-11-06 15:00:00,local
27112,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.2,Min 14.8,R03:Max 16.2,Min 14.8,R02:Max 24.4,Min 14.9,℃",,D:/upload/getImage.jpg,,5.979,,2025-11-06 15:30:00,local
27113,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.5,Min 10.7,R03:Max 17.5,Min 10.7,R02:Max 25.7,Min 10.8,℃",,D:/upload/getImage.jpg,,5.75,,2025-11-06 16:00:00,local
27114,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.5,Min 15.5,R03:Max 27.5,Min 15.5,R02:Max 35.7,Min 15.6,℃",,D:/upload/getImage.jpg,,5.632,,2025-11-06 16:30:00,local
27115,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.8,Min 10.9,R03:Max 26.8,Min 10.9,R02:Max 35.0,Min 11.0,℃",,D:/upload/getImage.jpg,,6.238,,2025-11-06 17:00:00,local
27116,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.1,Min 18.7,R03:Max 28.1,Min 18.7,R02:Max 36.3,Min 18.8,℃",,D:/upload/getImage.jpg,,5.689,,2025-11-06 17:30:00,local
27117,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.1,Min 12.1,R03:Max 21.1,Min 12.1,R02:Max 29.3,Min 12.2,℃",,D:/upload/getImage.jpg,,5.857,,2025-11-06 18:00:00,local
27118,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.1,Min 18.4,R03:Max 16.1,Min 18.4,R02:Max 24.3,Min 18.5,℃",,D:/upload/getImage.jpg,,6.163,,2025-11-06 18:30:00,local
27119,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.1,Min 19.2,R03:Max 22.1,Min 19.2,R02:Max 30.3,Min 19.3,℃",,D:/upload/getImage.jpg,,6.263,,2025-11-06 19:00:00,local
27120,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.2,Min 19.9,R03:Max 15.2,Min 19.9,R02:Max 23.4,Min 20.0,℃",,D:/upload/getImage.jpg,,5.834,,2025-11-06 19:30:00,local
27121,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.8,Min 18.4,R03:Max 24.8,Min 18.4,R02:Max 33.0,Min 18.5,℃",,D:/upload/getImage.jpg,,5.886,,2025-11-06 20:00:00,local
27122,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.0,Min 12.6,R03:Max 31.0,Min 12.6,R02:Max 39.2,Min 12.7,℃",,D:/upload/getImage.jpg,,5.827,,2025-11-06 20:30:00,local
27123,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.6,Min 14.8,R03:Max 21.6,Min 14.8,R02:Max 29.8,Min 14.9,℃",,D:/upload/getImage.jpg,,6.464,,2025-11-06 21:00:00,local
27124,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.7,Min 15.0,R03:Max 31.7,Min 15.0,R02:Max 39.9,Min 15.1,℃",,D:/upload/getImage.jpg,,5.611,,2025-11-06 21:30:00,local
27125,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.7,Min 14.9,R03:Max 15.7,Min 14.9,R02:Max 23.9,Min 15.0,℃",,D:/upload/getImage.jpg,,6.42,,2025-11-06 22:00:00,local
27126,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.8,Min 17.2,R03:Max 27.8,Min 17.2,R02:Max 36.0,Min 17.3,℃",,D:/upload/getImage.jpg,,6.381,,2025-11-06 22:30:00,local
27127,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.1,Min 16.0,R03:Max 31.1,Min 16.0,R02:Max 39.3,Min 16.1,℃",,D:/upload/getImage.jpg,,6.326,,2025-11-06 23:00:00,local
27128,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.2,Min 16.8,R03:Max 21.2,Min 16.8,R02:Max 29.4,Min 16.9,℃",,D:/upload/getImage.jpg,,6.143,,2025-11-06 23:30:00,local
27129,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.3,Min 15.2,R03:Max 16.3,Min 15.2,R02:Max 24.5,Min 15.3,℃",,D:/upload/getImage.jpg,,5.963,,2025-11-07 00:00:00,local
27130,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.4,Min 12.8,R03:Max 23.4,Min 12.8,R02:Max 31.6,Min 12.9,℃",,D:/upload/getImage.jpg,,6.492,,2025-11-07 00:30:00,local
27131,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.4,Min 20.0,R03:Max 30.4,Min 20.0,R02:Max 38.6,Min 20.1,℃",,D:/upload/getImage.jpg,,5.862,,2025-11-07 01:00:00,local
27132,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.0,Min 11.9,R03:Max 12.0,Min 11.9,R02:Max 20.2,Min 12.0,℃",,D:/upload/getImage.jpg,,6.475,,2025-11-07 01:30:00,local
27133,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.6,Min 18.2,R03:Max 28.6,Min 18.2,R02:Max 36.8,Min 18.3,℃",,D:/upload/getImage.jpg,,6.2,,2025-11-07 02:00:00,local
27134,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.3,Min 10.7,R03:Max 19.3,Min 10.7,R02:Max 27.5,Min 10.8,℃",,D:/upload/getImage.jpg,,5.515,,2025-11-07 02:30:00,local
27135,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.4,Min 13.7,R03:Max 28.4,Min 13.7,R02:Max 36.6,Min 13.8,℃",,D:/upload/getImage.jpg,,6.085,,2025-11-07 03:00:00,local
27136,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.6,Min 15.6,R03:Max 15.6,Min 15.6,R02:Max 23.8,Min 15.7,℃",,D:/upload/getImage.jpg,,5.937,,2025-11-07 03:30:00,local
27137,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.2,Min 13.6,R03:Max 20.2,Min 13.6,R02:Max 28.4,Min 13.7,℃",,D:/upload/getImage.jpg,,6.489,,2025-11-07 04:00:00,local
27138,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.8,Min 16.1,R03:Max 29.8,Min 16.1,R02:Max 38.0,Min 16.2,℃",,D:/upload/getImage.jpg,,5.756,,2025-11-07 04:30:00,local
27139,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.0,Min 10.3,R03:Max 23.0,Min 10.3,R02:Max 31.2,Min 10.4,℃",,D:/upload/getImage.jpg,,6.48,,2025-11-07 05:00:00,local
27140,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.7,Min 18.3,R03:Max 25.7,Min 18.3,R02:Max 33.9,Min 18.4,℃",,D:/upload/getImage.jpg,,6.085,,2025-11-07 05:30:00,local
27141,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.7,Min 17.6,R03:Max 15.7,Min 17.6,R02:Max 23.9,Min 17.7,℃",,D:/upload/getImage.jpg,,5.75,,2025-11-07 06:00:00,local
27142,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.9,Min 16.6,R03:Max 24.9,Min 16.6,R02:Max 33.1,Min 16.7,℃",,D:/upload/getImage.jpg,,6.36,,2025-11-07 06:30:00,local
27143,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.2,Min 12.7,R03:Max 15.2,Min 12.7,R02:Max 23.4,Min 12.8,℃",,D:/upload/getImage.jpg,,6.445,,2025-11-07 07:00:00,local
27144,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.6,Min 17.5,R03:Max 16.6,Min 17.5,R02:Max 24.8,Min 17.6,℃",,D:/upload/getImage.jpg,,5.779,,2025-11-07 07:30:00,local
27145,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.0,Min 11.0,R03:Max 20.0,Min 11.0,R02:Max 28.2,Min 11.1,℃",,D:/upload/getImage.jpg,,5.792,,2025-11-07 08:00:00,local
27146,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.0,Min 16.5,R03:Max 27.0,Min 16.5,R02:Max 35.2,Min 16.6,℃",,D:/upload/getImage.jpg,,6.296,,2025-11-07 08:30:00,local
27147,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.5,Min 14.5,R03:Max 15.5,Min 14.5,R02:Max 23.7,Min 14.6,℃",,D:/upload/getImage.jpg,,6.348,,2025-11-07 09:00:00,local
27148,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.9,Min 17.6,R03:Max 27.9,Min 17.6,R02:Max 36.1,Min 17.7,℃",,D:/upload/getImage.jpg,,6.222,,2025-11-07 09:30:00,local
27149,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.4,Min 10.7,R03:Max 14.4,Min 10.7,R02:Max 22.6,Min 10.8,℃",,D:/upload/getImage.jpg,,5.627,,2025-11-07 10:00:00,local
27150,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.3,Min 10.8,R03:Max 26.3,Min 10.8,R02:Max 34.5,Min 10.9,℃",,D:/upload/getImage.jpg,,6.092,,2025-11-07 10:30:00,local
27151,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.6,Min 18.5,R03:Max 31.6,Min 18.5,R02:Max 39.8,Min 18.6,℃",,D:/upload/getImage.jpg,,5.621,,2025-11-07 11:00:00,local
27152,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 37.9,Min 16.7,R03:Max 29.9,Min 16.7,R02:Max 38.1,Min 16.8,℃",,D:/upload/getImage.jpg,,5.923,,2025-11-07 11:30:00,local
27153,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.2,Min 15.5,R03:Max 28.2,Min 15.5,R02:Max 36.4,Min 15.6,℃",,D:/upload/getImage.jpg,,5.952,,2025-11-07 12:00:00,local
27154,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.9,Min 19.5,R03:Max 17.9,Min 19.5,R02:Max 26.1,Min 19.6,℃",,D:/upload/getImage.jpg,,5.883,,2025-11-07 12:30:00,local
27155,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.8,Min 18.3,R03:Max 21.8,Min 18.3,R02:Max 30.0,Min 18.4,℃",,D:/upload/getImage.jpg,,6.082,,2025-11-07 13:00:00,local
27156,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.6,Min 11.1,R03:Max 12.6,Min 11.1,R02:Max 20.8,Min 11.2,℃",,D:/upload/getImage.jpg,,6.273,,2025-11-07 13:30:00,local
27157,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.2,Min 14.0,R03:Max 31.2,Min 14.0,R02:Max 39.4,Min 14.1,℃",,D:/upload/getImage.jpg,,6.39,,2025-11-07 14:00:00,local
27158,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.8,Min 18.7,R03:Max 21.8,Min 18.7,R02:Max 30.0,Min 18.8,℃",,D:/upload/getImage.jpg,,6.204,,2025-11-07 14:30:00,local
27159,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.4,Min 10.4,R03:Max 31.4,Min 10.4,R02:Max 39.6,Min 10.5,℃",,D:/upload/getImage.jpg,,5.601,,2025-11-07 15:00:00,local
27160,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.6,Min 14.2,R03:Max 22.6,Min 14.2,R02:Max 30.8,Min 14.3,℃",,D:/upload/getImage.jpg,,5.764,,2025-11-07 15:30:00,local
27161,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.6,Min 15.2,R03:Max 25.6,Min 15.2,R02:Max 33.8,Min 15.3,℃",,D:/upload/getImage.jpg,,5.663,,2025-11-07 16:00:00,local
27162,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.3,Min 17.7,R03:Max 24.3,Min 17.7,R02:Max 32.5,Min 17.8,℃",,D:/upload/getImage.jpg,,6.469,,2025-11-07 16:30:00,local
27163,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.2,Min 15.8,R03:Max 13.2,Min 15.8,R02:Max 21.4,Min 15.9,℃",,D:/upload/getImage.jpg,,6.364,,2025-11-07 17:00:00,local
27164,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.3,Min 12.2,R03:Max 28.3,Min 12.2,R02:Max 36.5,Min 12.3,℃",,D:/upload/getImage.jpg,,6.398,,2025-11-07 17:30:00,local
27165,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.2,Min 15.1,R03:Max 29.2,Min 15.1,R02:Max 37.4,Min 15.2,℃",,D:/upload/getImage.jpg,,6.095,,2025-11-07 18:00:00,local
27166,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.4,Min 18.3,R03:Max 26.4,Min 18.3,R02:Max 34.6,Min 18.4,℃",,D:/upload/getImage.jpg,,5.555,,2025-11-07 18:30:00,local
27167,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.9,Min 13.0,R03:Max 30.9,Min 13.0,R02:Max 39.1,Min 13.1,℃",,D:/upload/getImage.jpg,,5.508,,2025-11-07 19:00:00,local
27168,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.7,Min 14.3,R03:Max 29.7,Min 14.3,R02:Max 37.9,Min 14.4,℃",,D:/upload/getImage.jpg,,5.551,,2025-11-07 19:30:00,local
27169,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.6,Min 18.6,R03:Max 15.6,Min 18.6,R02:Max 23.8,Min 18.7,℃",,D:/upload/getImage.jpg,,5.722,,2025-11-07 20:00:00,local
